
200.0000	2.3313	0.7393
205.0000	2.3215	0.6906
210.0000	2.3111	0.6451
215.0000	2.3004	0.6027
220.0000	2.2894	0.5630
225.0000	2.2783	0.5259
230.0000	2.2672	0.4913
235.0000	2.2561	0.4590
240.0000	2.2451	0.4287
245.0000	2.2343	0.4005
250.0000	2.2237	0.3741
255.0000	2.2134	0.3495
260.0000	2.2032	0.3265
265.0000	2.1934	0.3050
270.0000	2.1837	0.2849
275.0000	2.1744	0.2662
280.0000	2.1653	0.2487
285.0000	2.1566	0.2323
290.0000	2.1480	0.2170
295.0000	2.1398	0.2027
300.0000	2.1318	0.1894
305.0000	2.1241	0.1769
310.0000	2.1166	0.1652
315.0000	2.1093	0.1544
320.0000	2.1023	0.1442
325.0000	2.0956	0.1347
330.0000	2.0890	0.1258
335.0000	2.0827	0.1176
340.0000	2.0766	0.1098
345.0000	2.0707	0.1026
350.0000	2.0649	0.0958
355.0000	2.0594	0.0895
360.0000	2.0540	0.0836
365.0000	2.0489	0.0781
370.0000	2.0438	0.0730
375.0000	2.0390	0.0682
380.0000	2.0343	0.0637
385.0000	2.0298	0.0595
390.0000	2.0253	0.0556
395.0000	2.0211	0.0519
400.0000	2.0170	0.0485
405.0000	2.0130	0.0453
410.0000	2.0091	0.0423
415.0000	2.0053	0.0395
420.0000	2.0017	0.0369
425.0000	1.9981	0.0345
430.0000	1.9947	0.0322
435.0000	1.9914	0.0301
440.0000	1.9881	0.0281
445.0000	1.9850	0.0263
450.0000	1.9820	0.0245
455.0000	1.9790	0.0229
460.0000	1.9761	0.0214
465.0000	1.9734	0.0200
470.0000	1.9706	0.0187
475.0000	1.9680	0.0175
480.0000	1.9655	0.0163
485.0000	1.9630	0.0152
490.0000	1.9605	0.0142
495.0000	1.9582	0.0133
500.0000	1.9559	0.0124
505.0000	1.9537	0.0116
510.0000	1.9515	0.0108
515.0000	1.9494	0.0101
520.0000	1.9473	0.0095
525.0000	1.9453	0.0088
530.0000	1.9434	0.0083
535.0000	1.9415	0.0077
540.0000	1.9396	0.0072
545.0000	1.9378	0.0067
550.0000	1.9360	0.0063
555.0000	1.9343	0.0059
560.0000	1.9327	0.0055
565.0000	1.9310	0.0051
570.0000	1.9294	0.0048
575.0000	1.9279	0.0045
580.0000	1.9264	0.0042
585.0000	1.9249	0.0039
590.0000	1.9234	0.0036
595.0000	1.9220	0.0034
600.0000	1.9206	0.0032
605.0000	1.9193	0.0030
610.0000	1.9180	0.0028
615.0000	1.9167	0.0026
620.0000	1.9154	0.0024
625.0000	1.9142	0.0023
630.0000	1.9130	0.0021
635.0000	1.9118	0.0020
640.0000	1.9107	0.0018
645.0000	1.9095	0.0017
650.0000	1.9084	0.0016
655.0000	1.9074	0.0015
660.0000	1.9063	0.0014
665.0000	1.9053	0.0013
670.0000	1.9043	0.0012
675.0000	1.9033	0.0011
680.0000	1.9023	0.0011
685.0000	1.9014	0.0010
690.0000	1.9005	0.0009
695.0000	1.8995	0.0009
700.0000	1.8987	0.0008
705.0000	1.8978	0.0008
710.0000	1.8969	0.0007
715.0000	1.8961	0.0007
720.0000	1.8953	0.0006
725.0000	1.8945	0.0006
730.0000	1.8937	0.0005
735.0000	1.8929	0.0005
740.0000	1.8922	0.0005
745.0000	1.8914	0.0004
750.0000	1.8907	0.0004
755.0000	1.8900	0.0004
760.0000	1.8893	0.0004
765.0000	1.8886	0.0003
770.0000	1.8879	0.0003
775.0000	1.8872	0.0003
780.0000	1.8866	0.0003
785.0000	1.8860	0.0003
790.0000	1.8853	0.0002
795.0000	1.8847	0.0002
800.0000	1.8841	0.0002
