 915.00000	   2.35728	  -0.00586
 920.00000	   2.35592	  -0.00586
 925.00000	   2.35456	  -0.00587
 930.00000	   2.35319	  -0.00587
 935.00000	   2.35183	  -0.00587
 940.00000	   2.35046	  -0.00588
 945.00000	   2.34909	  -0.00588
 950.00000	   2.34773	  -0.00588
 955.00000	   2.34636	  -0.00589
 960.00000	   2.34499	  -0.00589
 965.00000	   2.34362	  -0.00589
 970.00000	   2.34225	  -0.00590
 975.00000	   2.34088	  -0.00590
 980.00000	   2.33951	  -0.00590
 985.00000	   2.33813	  -0.00591
 990.00000	   2.33676	  -0.00591
 995.00000	   2.33538	  -0.00591
1000.00000	   2.33401	  -0.00592
