12400.00000	  11.18000	  85.47000
8266.66667	   5.13000	  58.62000
6200.00000	   2.97000	  44.35000
4960.00000	   1.92000	  35.62000
4133.33333	   1.33000	  29.73000
3542.85714	   0.98000	  25.48000
3100.00000	   0.75000	  22.28000
2755.55556	   0.59000	  19.78000
2480.00000	   0.48000	  17.78000
2254.54545	   0.40000	  16.14000
2066.66667	   0.33000	  14.76000
1907.69231	   0.28000	  13.59000
1771.42857	   0.24000	  12.59000
1653.33333	   0.21000	  11.72000
1550.00000	   0.19000	  10.95000
1458.82353	   0.16000	  10.27000
1377.77778	   0.15000	   9.66000
1305.26316	   0.13000	   9.11000
1240.00000	   0.12000	   8.62000
1180.95238	   0.11000	   8.17000
1127.27273	   0.10000	   7.76000
1078.26087	   0.09000	   7.38000
1033.33333	   0.08000	   7.03000
 992.00000	   0.08000	   6.70000
 953.84615	   0.07000	   6.40000
 918.51852	   0.07000	   6.12000
 885.71429	   0.07000	   5.85000
 855.17241	   0.06000	   5.60000
 826.66667	   0.06000	   5.36000
 800.00000	   0.06000	   5.13000
 775.00000	   0.06000	   4.92000
 751.51515	   0.06000	   4.71000
 729.41176	   0.06000	   4.51000
 708.57143	   0.07000	   4.31000
 688.88889	   0.07000	   4.12000
 670.27027	   0.08000	   3.94000
 652.63158	   0.09000	   3.76000
 635.89744	   0.09000	   3.58000
 620.00000	   0.09000	   3.38000
 604.87805	   0.10000	   3.18000
 590.47619	   0.13000	   2.92000
 576.74419	   0.25000	   2.62000
 563.63636	   0.52000	   2.41000
 551.11111	   0.79000	   2.36000
 539.13043	   0.97000	   2.41000
 527.65957	   1.05000	   2.47000
 516.66667	   1.09000	   2.50000
 506.12245	   1.10000	   2.50000
 496.00000	   1.12000	   2.48000
 486.27451	   1.13000	   2.47000
 476.92308	   1.13000	   2.45000
 467.92453	   1.14000	   2.41000
 459.25926	   1.15000	   2.37000
 450.90909	   1.15000	   2.34000
 442.85714	   1.17000	   2.30000
 435.08772	   1.18000	   2.27000
 427.58621	   1.19000	   2.24000
 420.33898	   1.19000	   2.20000
 413.33333	   1.20000	   2.16000
 406.55738	   1.21000	   2.11000
 400.00000	   1.24000	   2.08000
 393.65079	   1.26000	   2.05000
 387.50000	   1.28000	   2.04000
 381.53846	   1.28000	   2.01000
 375.75758	   1.29000	   1.99000
 370.14925	   1.31000	   1.96000
 364.70588	   1.32000	   1.94000
 359.42029	   1.34000	   1.92000
 354.28571	   1.35000	   1.90000
 349.29577	   1.36000	   1.89000
 344.44444	   1.37000	   1.87000
 339.72603	   1.37000	   1.86000
 335.13514	   1.38000	   1.85000
 330.66667	   1.38000	   1.84000
 326.31579	   1.38000	   1.81000
 322.07792	   1.38000	   1.79000
 317.94872	   1.39000	   1.77000
 313.92405	   1.40000	   1.75000
 310.00000	   1.40000	   1.73000
 306.17284	   1.41000	   1.72000
 302.43902	   1.42000	   1.70000
 298.79518	   1.44000	   1.68000
 295.23810	   1.46000	   1.66000
 291.76471	   1.48000	   1.65000
 288.37209	   1.51000	   1.65000
 285.05747	   1.53000	   1.66000
 281.81818	   1.54000	   1.66000
 278.65169	   1.55000	   1.67000
 275.55556	   1.56000	   1.68000
 272.52747	   1.57000	   1.69000
 269.56522	   1.58000	   1.70000
 266.66667	   1.58000	   1.72000
 263.82979	   1.58000	   1.73000
 261.05263	   1.58000	   1.75000
 258.33333	   1.57000	   1.77000
 255.67010	   1.56000	   1.79000
 253.06122	   1.55000	   1.81000
 250.50505	   1.52000	   1.83000
 248.00000	   1.49000	   1.84000
 245.54455	   1.46000	   1.84000
 243.13725	   1.44000	   1.84000
 240.77670	   1.42000	   1.85000
 238.46154	   1.39000	   1.85000
 236.19048	   1.36000	   1.85000
 233.96226	   1.33000	   1.84000
 231.77570	   1.30000	   1.83000
 229.62963	   1.28000	   1.82000
 227.52294	   1.25000	   1.81000
 225.45455	   1.23000	   1.80000
 223.42342	   1.20000	   1.79000
 221.42857	   1.18000	   1.77000
 219.46903	   1.16000	   1.76000
 217.54386	   1.13000	   1.74000
 215.65217	   1.11000	   1.72000
 213.79310	   1.09000	   1.70000
 211.96581	   1.07000	   1.68000
 210.16949	   1.05000	   1.65000
 208.40336	   1.04000	   1.63000
 206.66667	   1.02000	   1.60000
 204.95868	   1.01000	   1.57000
 203.27869	   1.01000	   1.55000
 193.14642	   0.98000	   1.41000
 179.19075	   0.98000	   1.23000
 167.11590	   1.02000	   1.12000
 156.56566	   1.04000	   1.05000
 147.26841	   1.05000	   1.00000
 139.01345	   1.04000	   0.94000
